Charter number,Year and quarter,Year,Quarter ,Credit Union name,Street  (Mailing address),City  (Mailing address),State (Mailing address),Zip code (Mailing address),Credit Union type,NCUA region,Low-income designation,Members,Total assets,Total loans,Total deposits,Return on average assets,Net worth ratio (excludes CECL transition provision),Loan-to-share ratio,"Total deposits, 4 quarter growth  (%)","Total loans,  4 quarter growth  (%)","Total assets,  4 quarter growth  (%)","Members, 4 quarter growth  (%)","Net worth,  4 quarter growth (excludes CECL transition provision) (%)",NCUA internal ID (join_number)
67865,2024.1,2024,1,CAPITOL,PO Box 81647,Austin,TX,78708,FISCU,2,Yes,13174,213248424,145715669,176472648,0.15,12.02,82.57,-4.54,-7.83,1.16,-1.5,-0.46,22817
67869,2024.1,2024,1,KEYSTONE,P.O Box 4970,Tyler,TX,75712,FISCU,2,No,3224,38803206,30460263,28129171,0.25,27.62,108.29,-0.13,-3.87,-0.33,-2.18,-0.3,22962
67872,2024.1,2024,1,ALPHA,One Deaconess Rd,Boston,MA,02215,FISCU,1,No,4071,36403833,18538473,30909546,1.36,14.6,59.98,-8.44,-0.28,-6.02,-0.54,9.85,24175
67874,2024.1,2024,1,FLORIDA STATE UNIVERSITY,PO Box 182499,Tallahassee,FL,32318,FISCU,2,Yes,33719,471842369,358769922,422419417,0.45,10.21,84.93,3.57,1.73,3.68,0.1,4.71,22533
67875,2024.1,2024,1,HOLYOKE,490 Westfield Rd,Holyoke,MA,01040,FISCU,1,Yes,22658,266715589,137785337,223727700,0.11,9.32,61.59,-0.5,25.55,3.14,1.08,0.91,24247
67882,2024.1,2024,1,LYNN TEACHERS,33 NORTH COMMON STREET,LYNN,MA,01902,FISCU,1,Yes,656,5427822,1361973,4447580,2.09,16.8,30.62,-8.59,10.77,-5.88,-4.23,2.37,24269
67890,2024.1,2024,1,LUSO-AMERICAN,37 Tremont St,Peabody,MA,01960,FISCU,1,No,8941,122181717,81265738,103686272,1.13,14.61,78.38,-2.16,0.11,-0.35,3.33,9.79,24265
67891,2024.1,2024,1,CABOT BOSTON,"2 Seaport Lane, Suite 1400",boston,MA,02210,FISCU,1,No,707,5907587,3452394,4830897,-1.95,17.07,71.46,-14.68,-5.19,-13.26,-5.1,-6.88,24196
67892,2024.1,2024,1,WORKMEN'S CIRCLE INCORPORATED,"527 Stephenson Ave, Ste 1",Savannah,GA,31405,FISCU,2,No,1657,124053274,94439504,100994613,0.78,18.51,93.51,8.23,24.24,6.79,-2.7,3.14,21808
67894,2024.1,2024,1,FALL RIVER MUNICIPAL,333 Milliken Blvd,Fall River,MA,02721,FISCU,1,Yes,13712,288214753,179835949,203728866,0.15,10.15,88.27,0.66,31.36,15.18,0.3,1.77,24226
67902,2024.1,2024,1,GREATER SPRINGFIELD,1030 WILBRAHAM RD,SPRINGFIELD,MA,01109,FISCU,1,Yes,10935,236206601,107816316,201468925,1.05,16.3,53.52,-4.83,1.79,-3.82,-0.18,7.3,24320
67911,2024.1,2024,1,PRIMESOURCE,P O Box 48275,Spokane,WA,99228,FISCU,3,Yes,6836,98697488,60485455,87829275,-0.37,11.33,68.87,0.61,-0.86,1.1,-2.3,-0.31,22242
67915,2024.1,2024,1,WESTEX COMMUNITY,200 E Austin St,Kermit,TX,79745,FISCU,2,Yes,15685,194712589,96453654,169403916,1.9,12.44,56.94,6.92,15.64,8.39,-0.18,17.58,22667
67921,2024.1,2024,1,LONG BEACH FIREMEN S,2245 Argonne Ave,Long Beach,CA,90815,FISCU,3,No,3316,211200654,151291203,159080167,1.47,24.59,95.1,-9.89,16.45,-6.53,0.48,5.44,21901
67922,2024.1,2024,1,NASHVILLE POST OFFICE,PO BOX 291233,NASHVILLE,TN,37229,FISCU,2,No,4484,69381192,34236064,59111884,-0.73,18.01,57.92,5.92,4.87,-4.67,0.83,-3.16,23986
67924,2024.1,2024,1,CITY,2550 S State Route 291,Independence,MO,64057,FISCU,3,Yes,4269,56791292,36966323,49653765,1.23,11.19,74.45,-0.58,9.58,-0.17,0.49,13.06,23060
67927,2024.1,2024,1,SMART FINANCIAL,PO Box 920719,Houston,TX,77292,FISCU,2,Yes,61877,885477266,522603622,714732830,0.15,9.21,73.12,-7.45,11.04,3.83,-2.95,3.92,22912
67928,2024.1,2024,1,EECU,1617 W 7th St,Fort Worth,TX,76102,FISCU,2,No,282298,3849745938,3036381752,3350296997,1.18,12.33,90.63,9.56,9.33,9.85,4.59,10.18,22685
67929,2024.1,2024,1,EDISON,4200 E FRONT ST,KANSAS CITY,MO,64120,FISCU,3,No,3232,32086384,19068781,28318229,0.54,10.61,67.34,-5.26,3.16,-4.12,-2.74,1.74,21840
67933,2024.1,2024,1,CONTAINER MUTUAL,PO Box 2000,Fernandina Beac,FL,32035,FISCU,2,No,590,6253082,1990679,3642227,-0.04,41.32,54.66,-11.5,-11.59,-6.94,-7.96,-0.33,22489
67936,2024.1,2024,1,LEADCO COMMUNITY,820 E Main St,Park Hills,MO,63601,FISCU,3,No,3285,22347465,13047157,20157114,-0.2,10.82,64.73,-5.38,-10.4,-5.32,-1.71,-1.39,21893
67937,2024.1,2024,1,DIXIE LINE,567 VERITAS ST,NASHVILLE,TN,37211,FISCU,2,No,889,12873998,7611705,10440813,1.29,18.74,72.9,9.75,-5.42,9.11,-5.12,6.2,23888
67938,2024.1,2024,1,OCALA COMMUNITY,2675 SE 36TH AVE,OCALA,FL,34471,FISCU,2,Yes,2944,50513003,19495113,45396434,-0.66,9.0,42.94,-0.12,-1.32,-0.36,-1.11,-1.64,22526
67946,2024.1,2024,1,O.M.C. EMPLOYEES',PO BOX 828,CHARLESTON,TN,37310,FISCU,2,No,2049,29167375,14531957,26403093,0.52,9.25,55.04,-7.74,-1.58,-6.67,-0.1,4.95,23990
67951,2024.1,2024,1,ALDEN,710 Grattan St,Chicopee,MA,01020,FISCU,1,Yes,13794,203058250,145413117,163457778,0.1,8.01,88.96,-1.63,1.72,6.08,-2.14,-0.56,24174
67955,2024.1,2024,1,ALLIANT,11545 W TOUHY AVE,CHICAGO,IL,60666,FISCU,8,No,859264,20067414107,14180236895,15622350540,0.42,7.81,90.77,11.75,-3.99,5.52,9.41,-9.07,21509
67959,2024.1,2024,1,ST. JEAN'S,250 maple st,lynn,MA,01904,FISCU,1,Yes,19317,371257695,243194267,312772557,0.55,9.04,77.75,4.08,9.62,7.22,1.88,8.39,24326
67963,2024.1,2024,1,CORPUS CHRISTI POSTAL EMPLOYEES,PO Box 4545,Corpus Christi,TX,78469,FISCU,2,No,1837,15727009,8114325,13467234,2.34,18.34,60.25,-1.05,7.16,1.57,-1.02,12.29,22961
67965,2024.1,2024,1,SPRINGFIELD STREET RAILWAY EMP.,640 PAGE BLVD STE 102,SPRINGFIELD,MA,01104,FISCU,1,Yes,188,1399480,426994,1051026,5.4,24.82,40.63,2.17,-7.91,0.9,-4.08,-2.8,24322
67970,2024.1,2024,1,BOWATER EMPLOYEES,PO Box 359,Calhoun,TN,37309,FISCU,2,Yes,19582,263338755,183483408,236432491,1.01,8.86,77.6,0.27,6.17,1.7,2.34,13.72,23858
67971,2024.1,2024,1,TENNESSEE DEPARTMENT OF SAFETY,1150 Foster Ave,Nashville,TN,37243,FISCU,2,Yes,1599,11225852,9346039,8789080,2.53,22.25,106.34,4.77,0.75,5.65,6.89,13.03,24027
67972,2024.1,2024,1,CORNERSTONE FINANCIAL,P.O. Box 120729,Nashville,TN,37212,FISCU,2,No,47883,605405241,480415837,542649182,0.42,9.85,88.53,3.26,-0.94,2.99,0.57,6.16,23977
67974,2024.1,2024,1,COMMUNITY SERVICE,250 FM 2821 Rd W,Huntsville,TX,77320,FISCU,2,Yes,10952,150580276,103975246,123958311,0.22,9.11,83.88,-2.52,-1.74,3.21,-1.2,1.72,23003
67976,2024.1,2024,1,APPLIANCE,P.O. BOX 1057,CLEVELAND,TN,37364,FISCU,2,No,2077,16221791,7620017,13817573,0.05,10.95,55.15,1.25,-5.03,1.19,-2.26,-0.26,23956
67979,2024.1,2024,1,M.P.D. COMMUNITY,2711 OLD LEBANON RD,NASHVILLE,TN,37214,FISCU,2,Yes,2955,36947801,25622970,32970306,0.52,10.2,77.72,-2.03,5.56,-1.32,-1.53,4.36,23953
67982,2024.1,2024,1,OLD HICKORY,PO Box 140478,Nashville,TN,37214,FISCU,2,No,21800,334335432,248375653,301434293,0.55,8.98,82.4,-0.06,-2.93,-0.52,-0.53,8.86,23992
67993,2024.1,2024,1,FIVE COUNTY,PO Box 598,Bath,ME,04530,FISCU,1,No,26044,367539202,271115769,326179902,0.71,9.31,83.12,-1.9,15.99,-0.54,-10.71,9.67,5429
67995,2024.1,2024,1,KANSAS TEACHERS COMMUNITY,P O Box 1296,Pittsburg,KS,66762,FISCU,3,Yes,12796,124138679,76261392,108493994,0.35,13.08,70.29,-7.4,-5.36,-5.85,-2.65,4.32,22431
68005,2024.1,2024,1,FREESTONE,P.O. Box 210,Teague,TX,75860,FISCU,2,No,4826,61509097,32202187,54960205,0.82,10.1,58.59,13.34,-4.65,12.9,1.51,10.13,22765
68008,2024.1,2024,1,CENTRAL VALLEY FIREFIGHTERS,5300 N FRESNO ST,FRESNO,CA,93710,FISCU,3,No,2451,46585884,25066507,40554699,0.12,12.78,61.81,-3.02,2.29,-2.19,3.99,7.72,23062
68010,2024.1,2024,1,ALPINE COMMUNITY,111 N 2nd St,Alpine,TX,79830,FISCU,2,Yes,2014,15247718,4038269,13238756,2.42,12.95,30.5,-11.57,6.55,-9.09,-2.99,11.64,22903
68011,2024.1,2024,1,CORNER STONE,130 historic town square,lancaster,TX,75146,FISCU,2,Yes,3606,21790571,14181963,19701298,-0.11,8.58,71.98,3.16,3.45,2.83,-1.37,0.05,22836
68016,2024.1,2024,1,COAST 2 COAST FINANCIAL,8916 SABAL INDUSTRIAL BLVD,TAMPA,FL,33619,FISCU,2,Yes,1769,30316118,25443198,24835462,2.66,16.73,102.45,-1.5,2.62,0.75,1.38,17.43,22483
68018,2024.1,2024,1,F.R.S.A.,P.O. Box 5799,Winter Park,FL,32793,FISCU,2,Yes,720,5862706,4150617,5284906,0.58,9.56,78.54,-15.31,-11.21,-13.51,-4.13,5.89,22630
68021,2024.1,2024,1,COMMUNITY RESOURCE,PO BOX 3181,Baytown,TX,77522,FISCU,2,Yes,57205,887738836,650753160,746511077,0.67,8.97,87.17,6.63,6.93,14.41,2.82,4.87,22675
68027,2024.1,2024,1,1ST VALLEY,401 W 2ND ST,SAN BERNARDINO,CA,92401,FISCU,3,Yes,2729,45967815,20624045,49757653,-18.47,1.08,41.45,3.85,-3.02,-5.99,-2.92,-87.91,21907
68038,2024.1,2024,1,EVERGREEN,PO BOX 1038,PORTLAND,ME,04104,FISCU,1,No,29994,553253526,419042269,510000589,0.46,7.16,82.17,6.13,10.66,6.93,5.14,11.91,3355
68042,2024.1,2024,1,POWERNET,5619 HARNEY RD,TAMPA,FL,33610,FISCU,2,Yes,3380,113904527,34782137,103310664,0.65,9.01,33.67,0.14,-1.99,0.44,-1.52,5.15,22583
68044,2024.1,2024,1,HOLY REDEEMER COMMUNITY OF SE WIS.,3500 WEST MOTHER DANIELS WAY,MILWAUKEE,WI,53209,FISCU,3,Yes,256,922872,29545,723078,3.33,21.03,4.09,118.78,-48.26,77.76,-6.57,10.46,25770
68046,2024.1,2024,1,NAVEO,493 SOMERVILLE AVE,SOMERVILLE,MA,02143,FISCU,1,Yes,7089,175065676,109148159,158700272,0.18,8.24,68.78,-4.31,14.31,0.9,-0.15,2.49,24197
68047,2024.1,2024,1,SOUTHWEST COUNTIES SCHOOL EMPLOYEES,214 S NEOSHO BLVD STE B,NEOSHO,MO,64850,FISCU,3,No,712,1764910,1298681,1527145,0.96,12.95,85.04,-14.8,2.74,-11.87,-3.0,13.48,25779
68052,2024.1,2024,1,CALIFORNIA AGRIBUSINESS,"6281 Beach Blvd., Suite 87",Buena Park,CA,90621,FISCU,3,No,3477,26955996,12642602,24207934,-0.01,8.76,52.23,-4.61,-3.0,-1.32,-0.74,0.47,21910
68053,2024.1,2024,1,SIERRA CENTRAL,1351 HARTER PARKWAY,YUBA CITY,CA,95993,FISCU,3,Yes,80488,1447093458,1030957818,1294547136,-0.09,9.46,79.64,-4.77,10.87,-6.02,7.78,0.23,23081
68057,2024.1,2024,1,HOMEFIELD,86 WORCESTER ST,NORTH GRAFTON,MA,01536,FISCU,1,No,7441,179752492,147048545,144579148,-0.1,9.19,101.71,-1.78,8.97,4.94,-3.56,-0.69,24237
68061,2024.1,2024,1,SOLARITY,PO Box 2922,Yakima,WA,98907,FISCU,3,Yes,50311,886003244,667164331,649691835,0.32,15.09,102.69,2.73,1.92,5.19,-18.67,2.57,22309
68062,2024.1,2024,1,AMERICA'S CHRISTIAN,PO BOX 5100,GLENDORA,CA,91740,FISCU,3,No,72053,679918344,473034603,600201529,0.3,8.98,78.81,9.0,2.41,9.23,-6.18,2.39,11413
68069,2024.1,2024,1,CN/IC EMPLOYEES,2005 NONCONNAH BLVD SUITE 7,MEMPHIS,TN,38132,FISCU,2,No,1148,10152325,6926738,8361671,-0.52,15.05,82.84,0.33,-0.69,0.37,-1.96,0.82,23923
68071,2024.1,2024,1,ST. THOMAS,4230 Harding Pike Ste 103,Nashville,TN,37205,FISCU,2,Yes,2506,37227431,26872327,32835069,1.01,10.61,81.84,3.86,5.1,5.12,-2.53,9.25,24013
68073,2024.1,2024,1,HOLLEY,P.O. BOX 398,PARIS,TN,38242,FISCU,2,No,7982,88281048,65111036,75590809,1.33,12.84,86.14,6.9,2.39,7.52,5.88,10.14,23994
68077,2024.1,2024,1,MARYVILLE MUNICIPAL,321 W BROADWAY AVE,MARYVILLE,TN,37801,FISCU,2,No,929,21827163,3521248,18610455,1.41,14.31,18.92,2.35,-3.13,3.91,-1.28,11.82,23958
68084,2024.1,2024,1,FIRST SOUTH FINANCIAL,2723 Summer Oaks Dr,Bartlett,TN,38134,FISCU,2,Yes,72691,772535416,508289560,542189179,2.51,27.64,93.75,-3.75,6.21,-2.8,3.64,-1.96,5770
68085,2024.1,2024,1,KNOXVILLE TVA EMPLOYEES,P.O. Box 36027,Knoxville,TN,37930,FISCU,2,Yes,278844,4483447500,3657371696,3837367843,1.3,9.24,95.31,13.69,5.32,12.87,4.68,11.46,23942
68095,2024.1,2024,1,EASTMAN,P. O. Box 1989,Kingsport,TN,37662,FISCU,2,Yes,330241,8431237429,7027656123,7219954682,1.61,13.62,97.34,10.57,9.44,11.06,6.53,14.36,24028
68097,2024.1,2024,1,HAPPY VALLEY,P.O. BOX 1838,ELIZABETHTON,TN,37644,FISCU,2,No,3542,36904090,9284265,30834444,1.21,16.56,30.11,-6.18,-5.35,-6.33,-4.09,8.93,23914
68098,2024.1,2024,1,KINGSTON TVA EMPLOYEES,714 Swan Pond Rd,Harriman,TN,37748,FISCU,2,No,360,2300747,1527821,1679097,1.04,26.03,90.99,-9.51,-7.27,-6.44,-4.26,2.49,23938
68100,2024.1,2024,1,SKYLINE,3443 DICKERSON PIKE #G10,NASHVILLE,TN,37207,FISCU,2,No,1688,17002078,8292577,13259773,0.81,21.49,62.54,-8.55,-2.62,-6.28,-0.94,3.94,23985
68101,2024.1,2024,1,TENNESSEE EMPLOYEES,220 French Landing,Nashville,TN,37243,FISCU,2,Yes,2922,31647043,14391334,25568576,-0.02,18.48,56.29,-1.96,-1.44,-0.9,-0.61,3.82,23886
68104,2024.1,2024,1,KINGSPORT PRESS CU,528 W CENTER STREET,KINGSPORT,TN,37660,FISCU,2,Yes,6933,83625259,57085424,71077881,1.4,14.64,80.31,1.4,3.22,3.36,-4.36,12.26,23937
68112,2024.1,2024,1,W. VIRGINIA STATE CONVENTION,PO Box 253,Hilltop,WV,25855,FISCU,1,Yes,189,372613,56202,343430,3.1,7.06,16.36,13.42,-23.78,13.0,-0.53,-2.26,23119
68113,2024.1,2024,1,LOCAL NO. 317 I.A.F.F.,PO Box 3736,Charleston,WV,25337,FISCU,1,No,422,9380587,5310393,8467566,3.5,9.7,62.71,2.75,21.49,2.9,3.43,4.86,22361
68119,2024.1,2024,1,VANDERBILT,P. O. Box 128426,Nashville,TN,37212,FISCU,2,Yes,5747,48887693,34636222,44903408,0.47,9.75,77.13,2.0,1.0,0.25,-4.69,5.66,24043
68120,2024.1,2024,1,HARDIN COUNTY HOSPITAL EMPLOYEES,935 Wayne Rd,Savannah,TN,38372,FISCU,2,No,293,1038314,680052,950365,0.71,8.26,71.56,-4.35,19.97,-3.62,5.02,9.36,23915
68124,2024.1,2024,1,PATHWAY,P O BOX 2035,CLEVELAND,TN,37320,FISCU,2,Yes,965,6187114,4995952,5827525,0.34,7.65,85.73,1.04,-0.51,1.04,2.55,6.93,23996
68126,2024.1,2024,1,GREENEVILLE WORKS EMPLS. SAV. ASSN.,P O BOX 1790,GREENEVILLE,TN,37744,FISCU,2,No,389,1777415,1043499,861217,0.87,50.09,121.17,-2.93,0.7,1.49,-2.99,6.0,23912
68127,2024.1,2024,1,GREENEVILLE CITY EMPLOYEES',310 S Main St Ste 3,Greeneville,TN,37743,FISCU,2,No,1507,12260729,8941811,8702870,1.77,28.06,102.75,-2.16,-1.95,0.55,2.73,5.93,23911
68135,2024.1,2024,1,METROPOLITAN TEACHERS,1605 JEFFERSON STREET,NASHVILLE,TN,37208,FISCU,2,Yes,1784,2492072,985888,2214877,-3.85,11.05,44.51,-5.6,0.49,-9.22,1.94,-26.15,23976
68137,2024.1,2024,1,MASS BAY,147 W 4TH ST,SOUTH BOSTON,MA,02127,FISCU,1,Yes,18606,357116878,293311729,250396969,0.34,10.48,117.14,-1.48,10.85,9.81,-2.69,6.02,24276
68138,2024.1,2024,1,HORIZON,1201 N Eastman Rd,Kingsport,TN,37664,FISCU,2,Yes,4369,60108473,40454566,53560359,0.1,10.65,75.53,-3.41,0.5,-4.02,-2.98,8.15,23981
68144,2024.1,2024,1,HURD EMPLOYEES,200 W Church St,Greeneville,TN,37745,FISCU,2,No,430,4488689,3018765,2954968,3.49,33.98,102.16,1.11,-2.07,0.54,-4.02,-0.41,23921
68148,2024.1,2024,1,ENBRIGHT,2340 Jackson Downs Blvd,Nashville,TN,37214,FISCU,2,No,9772,81170062,61997155,69743876,0.16,10.34,88.89,-5.84,-3.24,-4.42,-3.09,3.76,23897
68149,2024.1,2024,1,CEMC EMPLOYEES,PO BOX 3300,CLARKSVILLE,TN,37043,FISCU,2,No,586,2513773,1699100,2079595,-1.18,17.04,81.7,-7.09,20.17,-5.39,9.74,2.97,23864
68150,2024.1,2024,1,"IMPACT CREDIT UNION, INC.",1455 W McPherson Hwy,Clyde,OH,43410,FISCU,2,No,14701,184178822,119062857,167704240,0.32,8.88,71.0,0.88,-1.86,0.79,-0.16,4.22,1091
68153,2024.1,2024,1,WCG EMPLOYEES,PO BOX 284,MARTIN,TN,38237,FISCU,2,No,245,1092342,661619,880710,0.68,18.65,75.12,-12.11,-27.49,-9.25,-1.61,2.98,24046
68161,2024.1,2024,1,A.U.B. EMPLOYEES',P. O. Box 874,Athens,TN,37371,FISCU,2,No,230,1655061,1498212,1232886,0.4,23.96,121.52,-24.4,10.05,-18.8,-8.0,2.04,23846
68165,2024.1,2024,1,OLIVET BAPTIST,10000 Woodland Hills Dr,Cordova,TN,38018,FISCU,2,No,957,746754,150559,666590,1.74,10.53,22.59,-2.57,-10.95,-0.98,-27.88,14.87,24062
68167,2024.1,2024,1,COLLEGEDALE,PO Box 2098,Collegedale,TN,37315,FISCU,2,Yes,4763,43500394,23789907,39755566,0.19,8.1,59.84,-11.28,0.16,-10.15,-4.63,2.72,23879
68171,2024.1,2024,1,GATEWAY,100 OTIS SMITH DR,CLARKSVILLE,TN,37043,FISCU,2,No,1873,14289803,9034911,13059624,0.39,7.45,69.18,6.36,0.94,6.41,-0.11,2.29,23968
68172,2024.1,2024,1,KOIN,215 Centerview Dr Ste 3-111,Brentwood,TN,37027,FISCU,2,No,1899,38691803,23915230,35144073,-0.75,8.93,68.05,-3.87,1.69,-4.22,-1.3,-8.71,23852
68173,2024.1,2024,1,HEALTHCARE SERVICES,946 E 3RD ST,CHATTANOOGA,TN,37403,FISCU,2,Yes,3176,23475827,15265117,19634494,0.72,15.24,77.75,-4.53,4.3,-2.78,-4.02,3.55,23901
68180,2024.1,2024,1,BURLINGTON NORTHERN SANTA FE RAILWY,5601 W 26TH ST,CICERO,IL,60804,FISCU,3,No,1631,8473268,3188473,6899332,1.33,18.43,46.21,3.65,7.64,3.99,2.84,6.01,21552
68181,2024.1,2024,1,EDUCATIONAL COMMUNITY ALLIANCE,3845 ANGOLA RD,TOLEDO,OH,43615,FISCU,2,No,6023,62152218,33864500,54707465,1.94,10.91,61.9,-0.31,-0.71,0.23,5.41,8.91,24587
68186,2024.1,2024,1,COLUMBIA COMMUNITY,P.O. BOX 324,VANCOUVER,WA,98666,FISCU,3,No,115389,2429549080,1900634391,2104391476,0.78,11.5,90.32,1.47,6.81,5.37,3.74,8.99,3707
68187,2024.1,2024,1,BAXTER,340 N Milwaukee Ave,Vernon Hills,IL,60061,FISCU,3,No,353928,6064710872,4888630612,4778597992,0.27,9.29,102.3,2.61,0.8,4.29,2.33,6.44,21514
68190,2024.1,2024,1,MONTANA EDUCATORS',PO Box 2668,Missoula,MT,59806,FISCU,3,Yes,1536,27320814,22173689,24207795,0.79,8.76,91.6,0.82,19.37,3.19,2.33,9.66,26240
68196,2024.1,2024,1,RED CANOE,PO BOX 3020,LONGVIEW,WA,98632,FISCU,3,Yes,59755,1172015216,843138359,1011388674,0.36,10.98,83.36,-4.54,8.25,-1.05,-0.2,4.02,22263
68203,2024.1,2024,1,SPOKANE TEACHERS,1620 N SIGNAL DR,LIBERTY LAKE,WA,99019,FISCU,3,Yes,278173,5862732401,4809543867,4667858233,0.03,10.44,103.04,0.73,2.78,1.58,3.44,5.99,22223
68204,2024.1,2024,1,PUGET SOUND COOPERATIVE,"11201 SE 8th St, Suite 208",Bellevue,WA,98004,FISCU,3,No,18027,259836989,241010363,228892277,0.17,7.83,105.29,14.19,18.0,13.17,2.92,2.58,22233
68205,2024.1,2024,1,SPOKANE FIREFIGHTERS,2002 N Atlantic St,Spokane,WA,99205,FISCU,3,Yes,2467,78543970,46061703,65659077,0.14,14.47,70.15,-1.86,4.07,0.26,2.92,3.24,22224
68210,2024.1,2024,1,TRIANGLE,33 Franklin St,Nashua,NH,03064,FISCU,1,No,57216,876524332,595027874,685975058,0.0,7.48,86.74,-2.46,-9.39,-5.38,-4.13,0.92,1562
68215,2024.1,2024,1,CORPORATE AMERICA FAMILY,2075 Big Timber Rd,Elgin,IL,60123,FISCU,3,No,67965,839681369,606321924,696877069,-0.16,12.82,87.01,5.64,4.16,-0.37,-0.57,-1.48,12663
68219,2024.1,2024,1,NORTHEAST,PO BOX 1240,PORTSMOUTH,NH,03802,FISCU,1,No,164681,1992448507,1613357047,1675196278,0.45,10.04,96.31,2.88,5.7,5.22,9.5,6.35,742
68222,2024.1,2024,1,MILL TOWN,3102 BROADWAY,EVERETT,WA,98201,FISCU,3,No,3664,67452785,46777709,53093818,0.38,20.27,88.1,4.67,-11.02,4.99,12.08,3.02,22277
68223,2024.1,2024,1,QUALSTAR,PO BOX 3050,Bothell,WA,98041,FISCU,3,No,69923,1004293363,500363706,671022582,0.81,11.34,74.57,-1.16,12.44,28.43,-0.61,-6.86,3806
68224,2024.1,2024,1,AZALEA CITY,5662 COTTAGE HILL RD,MOBILE,AL,36609,FISCU,2,Yes,4872,43533286,26646032,36773668,0.63,14.77,72.46,16.75,11.42,16.96,10.08,15.96,4416
68225,2024.1,2024,1,TECH,10110 Randolph St,Crown Point,IN,46307,FISCU,2,Yes,38305,535661990,443573624,478995650,-0.47,8.92,92.6,-0.98,-6.67,0.93,-2.58,6.28,731
68226,2024.1,2024,1,STREATOR ONIZED,912 N Shabbona St,Streator,IL,61364,FISCU,3,No,36040,369679102,300954682,309582500,1.12,15.42,97.21,5.81,13.73,6.32,2.45,7.8,1580
68227,2024.1,2024,1,WESTSTAR,PO BOX 94138,LAS VEGAS,NV,89193,FISCU,3,No,20553,254064262,123326746,235855685,0.04,10.74,52.29,-1.86,4.51,-1.69,-4.34,3.99,12314
68228,2024.1,2024,1,GREATER NEVADA,451 EAGLE STATION LN,CARSON CITY,NV,89701,FISCU,3,No,88374,1800019206,1309035071,1658169355,0.15,7.36,78.94,3.61,4.27,0.9,2.18,-8.02,2642
68229,2024.1,2024,1,TACOMA LONGSHOREMEN,3602 E Alexander Ave,Tacoma,WA,98424,FISCU,3,No,3276,120327817,29435236,105847828,0.01,12.15,27.81,-5.33,6.13,-4.64,1.14,0.44,22347
68231,2024.1,2024,1,STRAIT VIEW,P O BOX 339,PORT ANGELES,WA,98362,FISCU,3,No,7816,102101907,45722188,88024699,0.98,12.48,51.94,-2.6,6.76,0.54,12.65,9.51,22273
68239,2024.1,2024,1,HAPO COMMUNITY,601 Williams Blvd,Richland,WA,99354,FISCU,3,Yes,206888,2431817109,1877343273,2003011058,1.26,10.24,93.73,-1.59,-3.32,4.25,0.2,15.59,4185
68240,2024.1,2024,1,MINNEQUA WORKS,4700 Eagleridge Circle,Pueblo,CO,81008,FISCU,3,Yes,12049,253171040,85810097,228822437,0.41,12.32,37.5,8.68,4.59,9.18,-1.87,4.25,928
68241,2024.1,2024,1,DIAMOND,1600 MEDICAL DR,POTTSTOWN,PA,19464,FISCU,1,No,66670,1019897245,589779865,909585913,0.78,9.88,64.84,3.25,3.85,4.3,2.0,8.8,2397
68242,2024.1,2024,1,MEMBERS ADVANTAGE,3064 S. OHIO STREET,MICHIGAN CITY,IN,46360,FISCU,2,No,8155,124739551,49915646,115486820,-0.12,9.31,43.22,-3.51,-11.87,-2.03,-2.32,1.4,7846
68244,2024.1,2024,1,FIRST FINANCIAL,PO Box 25587,Albuquerque,NM,87125,FISCU,3,Yes,91490,913686182,651239058,820599923,0.24,8.41,79.36,2.35,-3.0,3.52,1.92,0.14,1131
68248,2024.1,2024,1,FORUM,P.O. BOX 50738,INDIANAPOLIS,IN,46250,FISCU,2,Yes,162095,2135787061,1793493315,1748355408,1.07,11.57,102.58,4.76,1.26,5.27,-3.32,11.21,2000
68251,2024.1,2024,1,UNITED HERITAGE,PO Box 202020,Austin,TX,78720,FISCU,2,No,78723,1548442202,1276144955,1290925468,0.45,9.57,98.86,-1.54,-4.98,0.8,0.9,5.14,5673
68253,2024.1,2024,1,MOUNTAINCREST,3710 168TH ST NE STE A108,Arlington,WA,98223,FISCU,3,No,9526,142059201,103156673,123832283,0.96,12.55,83.3,-6.87,-12.26,-4.49,-5.98,14.59,22235
68254,2024.1,2024,1,CONNECTION,PO Box 3990,Silverdale,WA,98383,FISCU,3,No,3458,39215883,30683437,34074306,0.45,12.72,90.05,-5.93,-8.99,-4.45,-1.06,4.99,22238
68255,2024.1,2024,1,PROGRESSIONS,2919 E Mission AVE,Spokane,WA,99202,FISCU,3,Yes,5687,90187643,66156806,81184363,0.18,9.54,81.49,4.69,-5.51,4.71,1.19,7.06,22295
68256,2024.1,2024,1,BELCO COMMUNITY CREDIT UNION,449 EISENHOWER BLVD,HARRISBURG,PA,17111,FISCU,1,No,75100,932565786,627297036,806336973,-0.2,9.75,77.8,-6.73,-3.95,-2.41,-0.12,3.29,1451
68257,2024.1,2024,1,CONNECTIONS,1110 n 8th ave,pocatello,ID,83201,FISCU,3,Yes,19838,245295777,197995528,224886955,0.25,7.73,88.04,1.39,-1.33,-1.32,-1.73,7.61,1056
68259,2024.1,2024,1,INDIANA MEMBERS,P.O. BOX 47769,INDIANAPOLIS,IN,46247,FISCU,2,Yes,162414,3182352212,1830844027,2766367055,0.8,9.71,66.18,4.74,11.43,7.75,4.18,2.77,5313
